sample_id,BART_pre_rouge1,PEGASUS_pre_rouge1,BART_pre_rouge2,PEGASUS_pre_rouge2,BART_pre_rougel,PEGASUS_pre_rougel,BART_pre_bleu,PEGASUS_pre_bleu,BART_pre_meteor,PEGASUS_pre_meteor
106,0.3404255319148936,0.2162162162162162,0.17391304347826086,0.0,0.2127659574468085,0.1081081081081081,0.12901292604513517,0.005845988803235224,0.35511386497143316,0.0737100737100737
107,0.288659793814433,0.40449438202247195,0.08421052631578947,0.13793103448275862,0.20618556701030927,0.26966292134831465,0.012273047425875233,0.017839797286123647,0.21922307912025138,0.24037480576962317
108,0.2077922077922078,0.32727272727272727,0.0,0.07547169811320756,0.1038961038961039,0.21818181818181817,0.005295924024539148,0.02019074850994527,0.0706713780918728,0.1837516615841739
109,0.1590909090909091,0.20689655172413796,0.046511627906976744,0.07142857142857142,0.11363636363636362,0.10344827586206898,0.010458164798418441,0.020497832869002145,0.18191608015076344,0.12916666666666668
110,0.3111111111111111,0.3673469387755102,0.13636363636363635,0.1702127659574468,0.2,0.2857142857142857,0.06810310693071299,0.05249318620758609,0.2971351142082849,0.21715561224489793
111,0.4329896907216495,0.3728813559322034,0.042105263157894736,0.03508771929824561,0.26804123711340205,0.2033898305084746,0.01064011414355274,0.008861737120899384,0.26353510154061627,0.14106583072100312
112,0.1894736842105263,0.25925925925925924,0.02150537634408602,0.0,0.14736842105263157,0.2222222222222222,0.007735960759051276,0.009561175266325604,0.16272189349112426,0.11945392491467577
113,0.18181818181818182,0.1851851851851852,0.02666666666666667,0.03846153846153846,0.12987012987012986,0.14814814814814817,0.005295924024539148,0.006162843171621588,0.1503422685688696,0.10735544217687074
114,0.3736263736263737,0.15625,0.15730337078651688,0.03225806451612904,0.28571428571428575,0.09375000000000001,0.06964012518893652,0.010984357239250819,0.23919792355845082,0.06684491978609625
115,0.5,0.34375,0.2325581395348837,0.19354838709677422,0.3409090909090909,0.28125,0.07578478544277842,0.08619971065255716,0.3948531865198531,0.23919753086419757
116,0.4819277108433735,0.6333333333333333,0.12345679012345677,0.2413793103448276,0.2650602409638554,0.39999999999999997,0.035721882074539614,0.1471510755957709,0.3743502754520839,0.3526802522590362
117,0.38,0.3636363636363636,0.1836734693877551,0.2268041237113402,0.27999999999999997,0.30303030303030304,0.08945166560864058,0.14468181940221925,0.27475912372785294,0.21452872983870966
118,0.43243243243243246,0.5714285714285715,0.3055555555555556,0.4074074074074074,0.2972972972972973,0.32142857142857145,0.13362968444943024,0.20920996857999105,0.508745247148289,0.5160112825618052
119,0.44705882352941173,0.6153846153846153,0.19277108433734938,0.5714285714285714,0.28235294117647053,0.6153846153846153,0.03599084792653663,0.33148906631883573,0.2952380952380953,0.42941395308123254
120,0.4536082474226804,0.39999999999999997,0.2105263157894737,0.17647058823529407,0.3711340206185567,0.3142857142857143,0.1574584921645673,0.09289321671029681,0.3963398350060938,0.24734617340452575
121,0.4102564102564103,0.4307692307692308,0.13157894736842105,0.06349206349206349,0.3589743589743589,0.3076923076923077,0.011363330168181546,0.016795667951715693,0.27675698121042247,0.2742926476662536
122,0.3157894736842105,0.4000000000000001,0.12903225806451615,0.23529411764705882,0.23157894736842102,0.37142857142857144,0.05757177103786432,0.1316175175198093,0.26417174354511164,0.26672535211267606
