sample_id,BART_post_rouge1,PEGASUS_post_rouge1,BART_post_rouge2,PEGASUS_post_rouge2,BART_post_rougel,PEGASUS_post_rougel,BART_post_bleu,PEGASUS_post_bleu,BART_post_meteor,PEGASUS_post_meteor
17,0.2524271844660194,0.5581395348837208,0.0,0.28571428571428575,0.15533980582524273,0.3488372093023256,0.006103269581378325,0.2398851693759729,0.08687258687258687,0.401886203440514
18,0.37681159420289856,0.32142857142857145,0.11940298507462689,0.07407407407407408,0.2898550724637681,0.2857142857142857,0.09968499639681352,0.03964265232954298,0.2941820371079853,0.2184256055363322
19,0.41463414634146345,0.3333333333333333,0.15,0.0,0.3170731707317074,0.16666666666666666,0.03248429723773907,0.0076859346443516685,0.3691567665289256,0.08797653958944282
20,0.30769230769230765,0.3283582089552239,0.05263157894736842,0.061538461538461535,0.20512820512820512,0.1791044776119403,0.013529171154975211,0.008283969733745658,0.13020833333333334,0.13440860215053765
21,0.2882882882882883,0.23529411764705882,0.03669724770642202,0.030303030303030304,0.16216216216216214,0.08823529411764706,0.009765230681943161,0.009860491533760967,0.18290649593170602,0.10128002111375031
22,0.30434782608695654,0.35294117647058826,0.02222222222222222,0.030303030303030304,0.15217391304347827,0.17647058823529413,0.012916905368871115,0.011330942044636678,0.14348785871964678,0.12761020881670534
23,0.48648648648648646,0.711864406779661,0.3055555555555555,0.5614035087719298,0.35135135135135137,0.4067796610169491,0.09982191811055816,0.3157068149588752,0.35200489745944286,0.4849137931034482
24,0.2820512820512821,0.4074074074074074,0.07894736842105263,0.2692307692307692,0.20512820512820515,0.37037037037037035,0.013716549481565737,0.17040655590590223,0.18837116686579056,0.23981589022239427
25,0.4347826086956522,0.48101265822784806,0.3555555555555555,0.3896103896103896,0.41304347826086957,0.48101265822784806,0.29666782564265565,0.2788718294852382,0.3655737704918033,0.37874325703455314
26,0.32432432432432434,0.4210526315789474,0.1388888888888889,0.21818181818181817,0.21621621621621623,0.2105263157894737,0.08496143264866135,0.11120792862901521,0.2910504361016306,0.29045830202854983
