sample_id,PEGASUS_post_rouge1,T5large_post_rouge1,PEGASUS_post_rouge2,T5large_post_rouge2,PEGASUS_post_rougel,T5large_post_rougel,PEGASUS_post_bleu,T5large_post_bleu,PEGASUS_post_meteor,T5large_post_meteor
140,0.537313432835821,0.49230769230769234,0.36923076923076925,0.3174603174603175,0.417910447761194,0.46153846153846156,0.21826364135152002,0.14207405313947058,0.45459142394822005,0.4148325997065493
141,0.22580645161290322,0.20689655172413793,0.0,0.0,0.12903225806451615,0.10344827586206896,0.008840994001530048,0.00872654234416496,0.09345794392523364,0.07886435331230285
142,0.47619047619047616,0.18604651162790697,0.13114754098360656,0.02380952380952381,0.2857142857142857,0.1395348837209302,0.01717043639695851,0.010422323780099494,0.29621764907080156,0.13927519633507854
143,0.19277108433734938,0.19047619047619044,0.04938271604938271,0.048780487804878044,0.14457831325301204,0.11904761904761904,0.011467883049659112,0.010925641704688824,0.12574701195219126,0.09572691351989898
144,0.5333333333333333,0.3050847457627119,0.17241379310344826,0.03508771929824562,0.33333333333333337,0.1694915254237288,0.022112682810265228,0.008747940834820039,0.3262951334379906,0.1080246913580247
145,0.33962264150943394,0.08421052631578947,0.11764705882352941,0.0,0.30188679245283023,0.06315789473684211,0.03819633968206938,0.0032284492022662025,0.17045454545454544,0.09740259740259741
146,0.27027027027027023,0.5,0.05555555555555555,0.2820512820512821,0.16216216216216217,0.25,0.010769927778110347,0.12188733888509663,0.13181729509795728,0.2734954275827978
147,0.3846153846153846,0.22222222222222224,0.16,0.0655737704918033,0.30769230769230765,0.15873015873015872,0.023705266435224467,0.011976212358012274,0.29164051056706425,0.16129032258064516
148,0.42105263157894735,0.26865671641791045,0.2545454545454545,0.030769230769230767,0.3508771929824561,0.20895522388059704,0.17964659774364786,0.01588436203293868,0.3515625,0.1355421686746988
149,0.23655913978494625,0.22222222222222224,0.0,0.022727272727272728,0.15053763440860213,0.17777777777777778,0.005905576710856581,0.011435207563924495,0.1016260162601626,0.15027438334464807
150,0.3728813559322034,0.2608695652173913,0.14035087719298248,0.11940298507462688,0.1694915254237288,0.2608695652173913,0.01052691762848815,0.012534724690717635,0.2449365142129081,0.23490498462057052
151,0.26666666666666666,0.2823529411764706,0.034482758620689655,0.024096385542168672,0.19999999999999998,0.18823529411764708,0.013926465631932233,0.011692093421606195,0.10324483775811209,0.15193370165745856
152,0.3142857142857143,0.3098591549295775,0.08823529411764706,0.05797101449275362,0.22857142857142856,0.14084507042253522,0.02025632763886133,0.01457956396271298,0.2268026004728132,0.18216892825043296
