model_key,model_label,checkpoint,base_model,num_samples,rouge1,rouge2,rougeL,bleu,meteor,predictions_file,references_file,generations_file
t5large,T5-large fine-tuned,/mnt/optimusmesh/checkingfiles/checkpoints_t5large/checkpoint-143000,t5-large,11334,0.21297954949760686,0.0344878521979237,0.1417780281304891,0.012036878209328222,0.1588281972330956,/mnt/optimusmesh/checkingfiles/xsum_zero_shot_results/t5large_xsum_predictions.txt,/mnt/optimusmesh/checkingfiles/xsum_zero_shot_results/t5large_xsum_references.txt,/mnt/optimusmesh/checkingfiles/xsum_zero_shot_results/t5large_xsum_generations.jsonl
