model_key,model_label,checkpoint,base_model,num_samples,rouge1,rouge2,rougeL,bleu,meteor,predictions_file,references_file,generations_file
pegasus,PEGASUS-CNN/DailyMail fine-tuned,/mnt/optimusmesh/checkingfiles/checkpoints_pegasus/checkpoint-287000,google/pegasus-cnn_dailymail,11334,0.21995460403038392,0.03996402157230408,0.14747262504135486,0.014992789622250225,0.16450835358752308,/mnt/optimusmesh/checkingfiles/xsum_zero_shot_results/pegasus_xsum_predictions.txt,/mnt/optimusmesh/checkingfiles/xsum_zero_shot_results/pegasus_xsum_references.txt,/mnt/optimusmesh/checkingfiles/xsum_zero_shot_results/pegasus_xsum_generations.jsonl
